Pic_id,Text,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphorSenseCategory,SentimentCategory
2217.jpg,百潮出有一对火柴梯般突出的眼睛在风食时两只限膀总招潮蟹聚周国动静盟的最大特征就足大小悬殊的大的邢只称交配路倾色鲜轮有特别的国案涨潮时舞动大跟潮水打招呼交配时辉锦大监作各种炫罐表演跟峰性招好人们看来这是一种十分热情的动物,0,,,,1
2218.jpg,放,1,5,12,5,-1
2219.jpg,如果被的是你保护野生动物拒绝杀戮,0,,,,-1
2220.jpg,青山市自行设计作品讲文明树新风关爱未成年人成长为您点资,1,11,9,8,1
2221.jpg,二图拒绝,1,12,12,5,-1
2222.jpg,手艺人做生意不双让我们降低身份去胶悦段客万量要像朋友一样抢子谷理的理议您制好需要面我网好友业仅此而生活的格调在于保的品味产品的质量在王你的试控好路没铝内为好所以密产品赛在品庆人器在品味生愿器在设有败不去超您你做一单生意交一介因为你信任所以理必颈真设,0,,,,0
2223.jpg,生活酵东,1,12,3,7,1
2224.jpg,帮助位孩子圆梦校园资助年的学习生活补贴友滴爱心爱心助学期待您的加入,0,,,,1
2225.jpg,世界地球日共同创造美好的生态环境旺人,0,,,,1
2226.jpg,酒驾安全你我他代驾酒已约公安部交通管理局,0,,,,1
2227.jpg,节能减排低碳生活爱我家园共护地球节位是富人勤劳是穷人资源的的智财,0,,,,1
2228.jpg,小娇睡不着花好月圆夜今天陪你在海口拍戏呆了那么久不止还有选妃共张,0,,,,0
2229.jpg,前方危险请绕行,1,12,12,5,-1
2230.jpg,各强文明十自由公正爱国诚信进文明文明健康民主和腊平等达治敏业友善树新风有你有我文明修身书香社会松江我们美隔的家园正在创建全国文明城区松江区精神文明建设委员会办公室,0,,,,1
2231.jpg,端午快紫,1,10,11,5,1
2232.jpg,博坑素材全天量随意改请放心下载更多精美设计点击我头像进入主页跪坑总带纸,1,4,3,8,-1
2233.jpg,节能减排保护环境低碳生活低碳生活从我做起一点一滴共同努力低硫生活节能减排绿色出行健康一生节能减排保护环境低暖生活低碳生活从我做起一点一滴共同努力低碳生活绿色出行健康一图园,0,,,,1
2234.jpg,低碳生活洗话用广街,1,11,5,5,1
2235.jpg,节约节约用水用水节约用水珍爱生命共建家园珍爱生命节约用水共建家园机不可失失不再来机不可失失不再来品地址上海市青浦区号果车路线安安烤安安线安安路列站下地址上海市青浦区号果车路线安安线安安楼安安路列站下,0,,,,1
2236.jpg,人阳公益全国拒绝酒驾日驾幸福回家设计陈晓动,1,12,12,5,-1
2237.jpg,文明清速反对浪费崇尚节约清远市文明办清远,0,,,,1
2238.jpg,你若字法店售便字你法是一把及刀剑道地学法和谐社会,1,12,12,5,0
2239.jpg,自助餐厅少量多次杜绝浪费如有刺余加收成本随身物品请处妥善保管,0,,,,0
2240.jpg,前约水资源节约用水从我做起依法管水科学用水自觉节水水是生命之源地球上的淡水资源正在连年减少我们保护水资源的第一爱水节约用水,0,,,,0
2241.jpg,绿色环保低碳生活热,1,12,11,5,1
2242.jpg,节具减排节鲜城排节禁点排利用清洁能源诚少尾气排放节约用电保护我们的环境保护我们的生态环换珍爱我们的能源节鲜排节装点排开发新能源节能减排爱护魏们的环境保护我们的生态环境美系民生利国和名可以从我们身边的小做起,0,,,,1
2243.jpg,这是一场谋杀案没有买卖就没有杀害关注那些即将灭绝的物种对于他们来说每一天都是世界末日,0,,,,-1
2244.jpg,常想起上班时妻子给我园的飞中吸暖的,1,12,10,5,1
2245.jpg,易车网,0,,,,-1
2246.jpg,低碳生活,0,,,,1
2247.jpg,节能我行动低碳新生活办公也要有关概念节约能源从小事做起节约行为公约大事机关工作的安们一直装辣在保旺打印交境明康人人行动是保锁双楠展欢打吊校对鸭书的有一彩械一海次一度电欢型气阻力康酱韵用电能者近八点的资器欺王秋况得个社交布教会费任路到人部应演从随手英好奶惠记小处节电有酸益节约能源法一校药疗流点建个小时家州电器件烟节电常线都重卖家电不用委新电有电一成看得乳嘉套年月日金围人大常费会通过南年人共电多来公交和地铁院有能源有便接节淘农惠还时南购车委买小排学珍惜每一滴水一水用是药门一个道程水在人费生和好受房你知道吗锐餐客余应打包珍谐楼食星实城一个水龙头知果一珍院痛一海水以上仅核市便留木精开水一过度色装卖皮好螺色消费监社会米金国舒年波费水资浦要是在亿立方恭以上如果我价系用节健光球银明用电最特百局一年节的亿政店国行家办地基上第后分一赛米,0,,,,1
2248.jpg,筷立团把书给我一起造作神游,1,12,12,5,1
2249.jpg,梨视频保持好奇保持对世界的新鲜感梨视频世界趣事概论课,0,,,,1
2250.jpg,你还记得原来的吗别让你的社交软件成为别人的您魔拒绝网络票力,1,4,12,8,-1
2251.jpg,联合国儿量福金分作为父母你们知道孩子在想什么吗不要让学习束缚了孩子,1,6,12,5,1
2252.jpg,吸水超乎你翅象泉林市色,1,12,10,7,0
2253.jpg,开车打电话安全隐患大注意力下降故率埔加倍,1,12,12,1,-1
2254.jpg,邻里和睦勤位节约文明旅游文明文明节约用水用餐助人为乐诚实守信尊老爱幼讲文明树新风垃圾分类文明旅游有序排队低碳出行文明驾车小季动大文明让文明之光在每个人的心中闪亮石河子你我他,1,12,12,5,1
2255.jpg,凯米学院酒遵奇安通规则喝酒不开车远离酒驾健康出行珍爱生命请勿酒驾做中国好司机诊爱生命请勿酒驾,1,12,12,7,-1
2256.jpg,接情会过去个人防护三婴办威口双勤洗手多造风武专人和汉加油中国加油万尔一心早日战胜安情武汉加油团烤一教众恋成城抗疫情三的健康,1,12,11,8,1
2257.jpg,免勒中国江西站上用心球设计只方烟热未车创作品设计汉育买实野生我们麦元安室吊护我们专无宝室效果图仅为最终效果参考瑚尚设计,1,7,6,5,0
2258.jpg,节约水资源文件可做户外大型广告点击右边他的作品库可进入查看更多作品,0,,,,1
2259.jpg,全球变暖瓦解的究竟是什么,1,7,12,8,-1
2260.jpg,创可路广告小防口大保护,1,9,12,7,-1
2261.jpg,拉人反对浪费社会责任防行节约中,0,,,,1
2262.jpg,厉行的中一国一传一统一美一德厉行节约是中华民族的传统美德勿忘本杜绝浪费中爱我中华中一国一传一统一美一德节约粮食古饭来不品,0,,,,1
2263.jpg,知平,1,12,12,5,-1
2264.jpg,买卖没有没有伤害保护动物大型公益活动活动富方网站咨询电话作品设计请关注小玉设计师只专注只为超越文字可修改小玉设计师,1,4,11,8,1
2265.jpg,普通话测试与培训教程,0,,,,0
2266.jpg,化做设计节约用水生活用水小技巧刷牙口杯共用水约升三口之家每日两次每月可节水升洗衣次如果将漂洗的水留下来做下一一批衣服洗涂水一次可以省下升清水洗浴洗手间断放水淋浴洗手水用盆接搓洗时及时关水之后用来冲厕所洗车马桶用水桶盛水洗车马桶水箱中放块砖头水处理后循环使用冲水就可减少水量淘米淘完米后将淘米水洗碗冲厕所和流花节约用水从点滴做起产库网,0,,,,1
2267.jpg,低碳生活节能减排绿色生活绿色能源节能环保生生态社会,0,,,,1
2268.jpg,找设计上红动扫描二维码更快了解最新动态查看更多精美素材超清素材写真喷绘可做米户外喷绘极限精度可做米,0,,,,0
2269.jpg,今给你创意和贝路没有买卖动物是就没有伤害人类的摄图公益慈善组织机构好朋友保护动物从我们身边做起电电话电子邮,0,,,,0
2270.jpg,绿色发展低碳生活出行篇乘坐公共交通工具长距离出行选择火车代替飞机拼车出行加入单车一族快乐徒步减少公务出行注意车辆保养每月少开一天车购买更环保的车辆,0,,,,1
2271.jpg,京州东反对家座服力,1,12,11,5,-1
2272.jpg,请约一张纸保护一片绿可疗吸托金运让我口低膜环保美好未来,0,,,,1
2273.jpg,包广告也疯狂牙膏广告给你像带安全帽一般的保护,1,11,12,7,0
2274.jpg,珍爱生命请勿酒驾红勤电图江西站杜绝平腐从设计出发,1,12,3,8,-1
2275.jpg,绿色环保低宝生活保护环境从我做起,0,,,,1
2276.jpg,你报的不催是方向租安全出行酒,1,12,3,8,-1
2277.jpg,中共清远市委机关报节约用水共建生态家园贯彻新发展理念建设节水型城市女计谭清梅,1,10,12,5,1
2278.jpg,保护女性反对暴力,1,5,9,8,-1
2279.jpg,严禁酒驾严禁酒驾文明交通安全第一严禁酒驾安全第严禁酒驾文明交通严禁酒驾安全第一严禁酒驾安全第号玉溪,0,,,,0
2280.jpg,禁止酒后驾车开车不喝酒喝酒不开车,1,12,12,5,-1
2281.jpg,始于怀具终于悲剧精力酒后驾事,1,12,12,8,-1
2282.jpg,旋主活绿色出行,0,,,,0
2283.jpg,节能减排低碳生活,0,,,,1
2284.jpg,节能减排畅享绿色生活创意改变生活,1,12,11,5,1
2285.jpg,迎亚运讲文明树新风比赛拼速度出行讲风度礼让斑马线文明看得见浙江省文明办,0,,,,0
2286.jpg,让城市多一点绿色,0,,,,1
2287.jpg,禁止酒驾开车不喝酒喝酒不开车地址路大厦电话,0,,,,-1
2288.jpg,公文明用餐共同推动每位市民惠及每个家庭社霍康文明的用餐方式社我们健康饮食一公勺公铁公勺公筷文明用餐,0,,,,0
2289.jpg,月日为联合国确立的国际消除家庭餐力日也被称作国际反家庭爆力日妇女法律援助热线面对家不再沉肤,0,,,,-1
2290.jpg,让爱循环,0,,,,1
2291.jpg,燃烧的的是香烟消耗的是生命,1,11,3,8,-1
2292.jpg,有你有我文明拉康讲文配树新风配备公筷公勺配齐文明健康分餐公镇公行台州市文明办台州市同创办,0,,,,0
2293.jpg,提品进入学校禁止吸烟校园所有区域都不能吸烟为了您和他人的健康请自觉遵守谢谢配合小学宣,0,,,,0
2294.jpg,保护动物善特生物野生动物保扣对动物最好的保护就是不干扰它们的自由生活,0,,,,-1
2295.jpg,文明安道哈爱生命遵守交通法规关爱生命安全,1,12,12,5,-1
2296.jpg,别看我看路同广告蚁族张枚,0,,,,0
2297.jpg,理吸烟草依赖奔向健康木来一让吸烟这个习惯成为能天,1,6,12,7,-1
2298.jpg,五岭阁糖文明美晟让人欣资美德今人敬仰,1,12,12,5,1
2299.jpg,保护动物干库网人与动物共存与地球家园才会美好关爱动物保护环境保护珍稀野生动物人人有责从我做起野生动物不是商品生命无价不要图财害命,0,,,,1
2300.jpg,低碳生活绿建未来果护环境低碳生活节能环保集色健日,0,,,,1
2301.jpg,珍信从第一粒开始文明食堂节约粮食光盘行动从第一粒开始文明食堂节约粮食光盘行动,0,,,,1
2302.jpg,禁止打架斗吸海报图暴力伤害防范常识包邮,0,,,,0
2303.jpg,征求意见制定车联网产业发展三年行动计划亚数明的政烫法我川的产业生态行动日标深花点用服务构建安全保珠休乐保障系就安原点金和用产安金任务美金年联网安金具体峰会特护地力任务打选车城网汽车全主命技术手委观设超之和完器政裳法规体系构生开放电合生态体系保陶加强组织领学与统务协调加大影改金融支持健全人才清养体系优化产迎发展环境化团际交设与合作资讯,0,,,,0
2304.jpg,诚件生济酒,1,12,12,3,-1
2305.jpg,杜绝暴力个校园暴力我们树德其如滋除害莫地威,0,,,,-1
2306.jpg,影鹿像马点食成金创意旗影,0,,,,1
2307.jpg,就是一种可回收节约,0,,,,1
2308.jpg,推进生态文明建没绿色城市文明城市要靠你我他,0,,,,1
2309.jpg,厉折节约反对浪费一粥一饭当思来处不易半丝半缕恒念物力维限徐州市文明办,1,12,9,5,1
2310.jpg,理性文明,1,12,12,5,0
2311.jpg,关注生态低碳生活晚,0,,,,1
2312.jpg,绿色办公低碳生活全园公共机构节能宣传用,0,,,,1
2313.jpg,微笑是我们的语言文明是我们的信念图行天,0,,,,1
2314.jpg,节约用水慢享自由生活节约用水慢享自由生活现在不光是咨年人还景年舞人都有这方面的德费鸭铁青少车在学校的早美也应被异是辰练的一传吃烟界老年人迎快在本成言是理青人,0,,,,1
2315.jpg,更开车不喝酒喝酒不开车拒绝酒驾珍惜他人爱惜自己做中国好司机报绝酒驾人人有责电年贾电话邮箱网址地址号香,0,,,,-1
2316.jpg,珍爱生命请奶满鲜,1,12,10,1,-1
2317.jpg,践行社会主义核心价值观用实际行动威深身边人,1,6,12,5,1
2318.jpg,包,0,,,,0
2319.jpg,校园暴力,0,,,,-1
2320.jpg,中国优秀广告案例与鉴赏大全年中国文理货宾安常州集中国木土摄精彩最行创意的文械广告案货吉,0,,,,1
2321.jpg,优惠促销免单来袭满减满减满发优露券优恶券优恶券限时限量等你来抢众,0,,,,1
2322.jpg,低碳生活绿色出行低硬生活绿色出行低欧生活绿色出行,0,,,,1
2323.jpg,动,1,7,11,5,1
2324.jpg,别让动粮成为你的连中餐套德生命保护动物,1,12,12,5,-1
2325.jpg,轻巧节能高手最低碳出行乘坐公共交通工具是节能降碳的轻巧一招内优先选择步行骑行或公共交通工具出行多使用共享交通工具,0,,,,1
2326.jpg,保护环境让长颈鹿为它的高而骄傲,1,7,10,8,-1
2327.jpg,罪驾=醉驾,1,12,12,5,-1
2328.jpg,一起去道材榴种景盟植树造林珍爱绿色环境珍爱我们的共同家园,0,,,,1
2329.jpg,以廉为根方可枝繁叶茂,1,6,12,5,1
2330.jpg,哪里驾驶都出事酒酒驾出生日期年年,0,,,,-1
2331.jpg,野生接牙不是运术,1,10,12,8,-1
2332.jpg,文明餐桌公药节约人人有近光药食物换限最佳的节俭用餐不剩菜不剥饭健康用餐用公勺用公筷不吸烟文明用餐不融酒的标祖安全用餐放心油放心菜,1,12,12,7,0
2333.jpg,花无木必枯水无源必竭,0,,,,-1
2334.jpg,酒西拒绝酒后驾驶醉在酒中祸在路中海在心中拒绝酒驾安全驾驶从我做起网出,0,,,,-1
2335.jpg,永达眼党走青海省广括电视局推荐,0,,,,1
2336.jpg,保护环境内内添加所需内容添加所需内容一,0,,,,1
2337.jpg,请保护动物,1,11,7,5,1
2338.jpg,珍柜爱绝乐酒我们一直都做诚信为本的小买卖所有的货源都是我们自己寻找天爱宠物用领养代替买关注流浪犬,0,,,,-1
2339.jpg,芷察酒驾文字可随章,0,,,,-1
2340.jpg,酒驾危害宣传海报拒绝酒驾拒绝酒驾酒拒绝酒驾多图可选可开发票可加落款,0,,,,0
2341.jpg,免费提供国税机打发票节能减排关关系民生利国利名满元利用清洁能源包邮保护我们的生态环境全套张标价为单张价格购买请备注,0,,,,0
2342.jpg,图说价值现中华有福中共普洱市委宣传部普洱市文明办宣,0,,,,1
2343.jpg,精店分展订饭户外大服背量节能减绿色出行北蟹生活每一天节能减排请号,0,,,,1
2344.jpg,小与文明步之遥请走班马线,1,12,12,5,0
2345.jpg,苑保护动物热话面元,1,7,11,5,-1
2346.jpg,世界水日保护水资源质觅页世界水日宗旨是唤起公众的节水意识加强水资源保护为满足人们日常生活商业和农业对水资源的需求联合国长期以来致力于解决饮水资源需求上升而引起的全球性水危机兄,0,,,,1
2347.jpg,你与文明一步之遥请勿乱机垃圾,1,12,12,5,0
2348.jpg,关发自己青烟品在无烟世轩河护身体非绝烟草非绝吸烟非绝烟草造勿吸湖哈发生命司,0,,,,0
2349.jpg,每年全球超过万人因吸烟而死珍爱生命远离香烟珍爱生命远离香烟,1,12,12,5,-1
2350.jpg,节约能源保护环境部品生花开平国,1,11,11,5,1
2351.jpg,保护动物贾不久人类将是下一个目标贯,0,,,,-1
2352.jpg,关爱自口,1,12,7,5,-1
2353.jpg,香烟吸完，生命离土地也不遥远,1,12,3,7,-1
2354.jpg,清爽地球靠大家低碳走谁你我他,0,,,,1
2355.jpg,请勿酒后驾车,1,12,12,5,-1
2356.jpg,节的粮食约公益行动帮助你我,0,,,,1
2357.jpg,精彩创意每一天微信公众号扫描二维码关注一创意让生活更美好,0,,,,0
2358.jpg,拒绝和网,1,12,12,5,0
2359.jpg,绿色地球环保家园低碳出行辣电出行绿色地球环保家园精品,0,,,,1
2360.jpg,饮食公约不利菜不剥饭节约光荣浪费可耻,0,,,,1
2361.jpg,光小米粒大民生拒绝盛宴变利宴光盘行动的宗看是餐厅不多点食堂不多打厨房不多做该活动倡导房行节约用电反对铺张浪费带动大家珍根食吃光盘子中的食物得到从中央到民众的支持厉行节约反对浪费光鑫行动一起加入,0,,,,1
2362.jpg,珍爱生命拒绝酒驾安全出行遵守交通规则,0,,,,0
2363.jpg,四川苑兰中国办法,1,3,2,8,1
2364.jpg,文明餐来从我做起倡导房行粮食节约光童行动反对铺张浪费费拒绝舌尖上的餐餐光盘勤价节约中共山东省委宣传部监制胶东在线制作富花州网,0,,,,1
2365.jpg,手做文明有礼南平人垃圾不乱去文明,0,,,,0
2366.jpg,低碳生活风我做起,0,,,,1
2367.jpg,致敬最可爱的人面对城情为线我们能房环工人,1,10,12,5,1
2368.jpg,每年医用月熊胆汁约为公斤一天抽取次有的次每次抽取到使他们痛的惨喙这样极度痛苦地区禁年如果自觉遭守野生动物保护法举报一切利用黑熊活体取胆的行为没有买卖就没有杀害,0,,,,0
2369.jpg,常默的促销广告往往格外引人注套但是法商直异想天开百事可乐发言人说这广告玩笑千万不要开过火香则让泊费者个广告和以往他们的许老曲默广告设什信以为真款要吃不了究精走么两样去年百事可乐公司在美国推出电视有生族话的空头支票奖品固然令人广告设消贫者只要集满万个点效会心一笑但法隆可不这公想国家共同就送一架猎磨战斗机保险公司的离职员工米尔斯这际木是别出心教您控售公司走约因为他赢得味十足的行销广告间年的一个口号比赛但超是少的雷纳德把公司食言设送他男女专用这个广告当了真奔范财车结果防市团一小饼纳德向新朋好友时后决国家共同保险赔集资了万美元取得偿万美元足管点数后登门向百招百事可乐华在非件事可乐家农价值突利用瓶盖大做促钢话动时万美元的饺斗机但是有万个消费者中共向百百事可乐却不子理照事可乐家取达致十亿美元的雷纳心有不甘最近官司共品百事可乐设肉机器出到佛罗里达州法院告百销产生太多中奖瓶盖所以事可乐一状想婴通迫拒绝做广告给每个中共人百事可乐交出许诺的故万美元狂怒的消贸者为年机此向百事可乐的菲律突办公一位律师设如果消费者举证十人中室投拆炸州并对百事可乐的货车委手摘有七人不认为上述广告纯属戏速百事可弹造成人开亡人爱伤后来白事可乐就应该依广告提供共品百事可乐解东被迫付给这万个中奖人每人美称馆纳德应该知道这个广告只是为了博元的奖金西摘自年月君一笑因为平民白姓拥有战斗机的想日青年冬考,0,,,,0
2370.jpg,的长降新生动物世界易碎品北部白屏牛已于年绝迪小娃鼻牛观存世不足头苏门瓷腊屏牛存世多头保护珍稀动钢割不容纳易碎品野生选东物不足头保护珍稀动物刻不容烟易碎品海号瓦高陈存世不足头印度河盲店存世头左右保护珍穗动物刻不容费,1,7,12,8,-1
2371.jpg,同呼吸保护绿色环境倡导绿色出行只有一个地球让我们一起呵护它,0,,,,1
2372.jpg,拒绝酒驾希望举全社会之力拒绝酒驾绝酒驾,0,,,,0
2373.jpg,知乎淼权谈运营,1,12,7,1,0
2374.jpg,波黑委内瑞拉波兰美国二阿根廷泰国海地加拿大白俄罗斯加彭韩国,0,,,,0
2375.jpg,维生素风味饮品东品激活无限可能,1,12,11,7,1
2376.jpg,爱国卫生人人参与健康生活人人享有,0,,,,1
2377.jpg,快乐每一刻我的可比克,1,10,11,5,1
2378.jpg,年火绝我们失去的已经太多点装现手天绝光系白发于年天地送杂山禁于年天地营杂山我于年火绝开里彩食仓于年天地新琴西琵线于元地正星店信数于年地美服是铁到于年天绘欢色免就红子年免电武和批技于年天地星免子年天关爱生命保护动物宝制机的手年天地毕竟我们同在一个家园,0,,,,-1
2379.jpg,拒绝酒驾拒绝酒驾平安出行,0,,,,-1
2380.jpg,生动中国不见碗底不落泪请节约用水帝,0,,,,-1
2381.jpg,上海市大学生大赛优秀作品集,0,,,,1
2382.jpg,业,0,,,,-1
2383.jpg,你的车停好了路却没有了他们的据人民日报致据我国有世界最大白人群体不要为了自己的方便挡住了盲人的路,0,12,4,8,-1
2384.jpg,节能减排地球能源东量不定扇铃保的关注,1,11,12,5,1
2385.jpg,水是是生命之源珍爱生命节约用水,0,,,,0
2386.jpg,低碳生活保护环境人人有责让我们一起守护地球环境,0,,,,1
2387.jpg,节约舒张瓶,0,,,,1
2388.jpg,生间温馨提示厕所卫生要注意厕所卫生要注意干净清洁常保持千净清洁常保持在上属所老式球坑的站起来的时快手机时暗掉一期笑好欢营饭了社营对儿子保宝贝放餐了益益带你下卖了我忙低头看还好贴在境上设祺低我馆身正夏拾超来资然来了一条道信嘴蜡手机随警一儿于翅了地馄草了限还是别安了肉一烟长楼得韩好凡斤肉现在内价这公贵还是酱省配不要了安只提知道摩条迎信是地烤谁发的物业管理公司请节约用水请节约用水,0,,,,1
2389.jpg,这是一起谋系案,0,,,,-1
2390.jpg,象牙制品保护野生动物没有买卖就设有杀害保护野生动物维护生态安全,1,12,10,7,-1
2391.jpg,低碳新生活,0,,,,1
2392.jpg,新新,1,11,12,5,-1
2393.jpg,携手节能减排悠享生活空间绿色行动计划让你我从点滴做起绿色行动计划营造健康的行业生态环境需要我们从点滴细节开始它可能是节约一张纸一泊水一度电绿色之本行动之始计划为纲降低资源消耗节约综合成本让我们从身边做起从日常工作中做起力担通信行业的绿色使者还顾生态之美营造生活之纯美空间绿色行动计划,1,12,6,5,1
2394.jpg,众作品,0,,,,-1
2395.jpg,或许有天他们的下代需靠来紫殖,0,,,,-1
2396.jpg,共建环保不月,0,,,,1
2397.jpg,讲文明树新风无烟社会拒绝烟草珍爱生命自治区文明办宣广西文明网花乡印象,1,11,4,7,-1
2398.jpg,讲文明树新风弘扬中国梦中国梦我的,0,12,5,8,1
2399.jpg,疏疏元知肉武盈,0,,,,-1
2400.jpg,堂文化文明干净安静有序共创整洁环境保持餐桌卫生,0,,,,1
2401.jpg,一方有难八方文援一九号球,0,,,,1
2402.jpg,环保低碳生活,1,12,11,3,1
2403.jpg,为何在深海被白色束缚,0,,,,0
2404.jpg,低碳生活保护环境人人有责,0,,,,1
2405.jpg,人人携手防疫情幸福安康过新年有一生门活在惠州惠民之州恋州祝您新春快乐中共惠州市委宣传部惠州报业传媒集团,0,,,,1
2406.jpg,流浦的了水和生命,1,10,6,5,1
2407.jpg,酒后不图车龙街道党工委龙街道办事处,1,10,12,3,-1
2408.jpg,严禁酒后驾车,1,12,12,5,-1
2409.jpg,精后驾车馆险拒绝酒驾珍格生命为己为人喝酒不开车开车不喝酒,0,,,,-1
2410.jpg,也也也力爱护环境珍惜资源,0,,,,1
2411.jpg,关爱儿童爱常在感动常在让我们一起务力关爱儿童关爱关心成长,0,,,,1
2412.jpg,长手的口罩主哪杯会藏着保护他人也就品保护白己群防群控战胜疫情鹤型市文朋办发布秦装华经天宁范隔丽创作,1,12,5,7,1
2413.jpg,盼归感湖您们的速行守护,1,5,12,5,1
2414.jpg,语不爱星吉和一坏青善特我们的,1,11,12,8,0
2415.jpg,节能洞排碳中和碳达峰产业墙构布局能源培构设整新信海开发利用,0,,,,1
2416.jpg,湖执笔读春秋,0,,,,0
2417.jpg,树立节水意识反对浪费水源绿色发展做硬生活,0,,,,1
2418.jpg,饮无益之酒犯无补之错享一时之醉梅一生之过,0,,,,-1
2419.jpg,动物不是商品,0,,,,-1
2420.jpg,国是谁割了我的翅,1,7,11,5,-1
2421.jpg,图默广告,0,,,,0
2422.jpg,保护野生动物,1,10,7,5,1
2423.jpg,这是玫瑰园唯一的声音原生态美味酿七彩生活玫瑰园,1,7,12,5,1
2424.jpg,禁止吸烟烟味有毒伤害身体,1,10,8,5,-1
2425.jpg,炒敬的费宾非常感潮您光临天的人何音乐您好根乐会所快您在送营造约一片绿张纸即日起本会所不再提供免让好中纸巾元盒饸您带来的不便天的人间音乐娱乐会所感调线订店电话,0,,,,1
2426.jpg,才能久驾酒字偏旁三点水酒驾之后成泪水全千万家喝酒不开车开车不喝酒白酒红酒不如生命长长久久干杯碰杯只怕悲伤连流成河,1,12,9,8,-1
2427.jpg,绿色出行从我做起健康出行低碳生活低碳生活保护好我们共同的家节能减排绿色出行健康一生低碳生活能修节约地球资源低碳生活能修调节气候回升低楼生活能创造美好明天爱护地球母亲创造精神家园,0,,,,1
2428.jpg,酒动目共进杯消西出阳关无故大,1,12,3,5,-1
2429.jpg,为了您和他人的健康请烟知乎凯晨网络科技有限,1,10,8,5,-1
2430.jpg,节约用水人人有责,1,12,10,5,-1
2431.jpg,州中国移动会微博正文百度十关注来自微博拒绝酒驾酒后禁驾我们的宣言见图湘导单位公安部交通管理局协助单位拒绝酒驾包代驾百度一下你知道驾肇事最高可判死刑口转发日评论,0,,,,-1
2432.jpg,绿国生红心旅生活一追求绿色时尚走向绿色文明,0,,,,1
2433.jpg,光盘行动倡导厉行节约约医网,0,,,,1
2434.jpg,亦出亦入山水田国不归院有程不息特中装,1,12,12,5,1
2435.jpg,禁止拒绝酒后驾驶醉在酒中祸在路中梅在心中禁止拒绝酒后驾驶醉在酒中福在路中海在心中,1,12,11,5,-1
2436.jpg,我的低碳生活,1,12,12,5,1
2437.jpg,谁穿走了它们的衣服,1,7,11,8,-1
2438.jpg,珍爱生命产禁酒驾酒驾只会让道路更菌邮,0,,,,-1
2439.jpg,执笔读春秋,0,,,,-1
2440.jpg,来来服哈利波特海报主题保护环境基牧地球,0,,,,-1
2441.jpg,微博视频号,0,,,,-1
2442.jpg,珍惜生命人人有责拒绝酒驾山,0,,,,-1
2443.jpg,红物中国西站酒后禁驾生命无价专注设计只为创新,0,,,,1
2444.jpg,喜欢请收藏我们做了什么天量文件高品质通板设计,0,,,,-1
2445.jpg,不断进化动物世界大假订购热线,0,,,,1
2446.jpg,碧悠传承年品质悠享正宗法式,0,,,,0
2447.jpg,甲,1,10,10,5,-1
2448.jpg,来自节约一点能源还您一片蓝,1,12,11,5,1
2449.jpg,九,1,12,12,5,-1
2450.jpg,北你的美爱无微不量让发口家中宣部宣教局,0,,,,1
2451.jpg,厉行节约反对浪费粒粒皆半苔谁知盘中餐,0,,,,1
2452.jpg,环保背景素材分层节能减排会节能环境保碳生活爱护环境珍格能激节减排能环境低碳生活节能减排节能环境低碳生活请号红中国,0,,,,1
2453.jpg,合伙人寻找与众不同的你加入我们成就梦想平面设计师面试预约根据客户编辑要求完成设计熟练使用高薪诚聘等你来跟进设计变化需求注意相关资料收集,0,,,,1
2454.jpg,文明驾驶拒绝酒驾文明驾驶拒绝酒驾宣传展板地绝酒驾文明驾驶文明驾驶拒绝酒驾宣传展板,0,,,,1
2455.jpg,请勿酒后驾车,1,12,12,5,-1
2456.jpg,节约用水一点一前珍特银食一预一热,0,,,,1
2457.jpg,生活如此美好鲁经消防连万家东员消防幸福你我他和谐社会防,0,,,,-1
2458.jpg,切口大量,0,,,,0
2459.jpg,光盘行动洗绝浪费谁知盘中餐拉粒皆辛苦,0,,,,0
2460.jpg,网抵制网暴网络馒骂仿若利刀文明网临环城承于所有网民共网址护就是他请号康材网,1,12,5,7,-1
2461.jpg,环境保护海报格式打印内容随意修改绿色环保低碳生活保护环境收植树造林保护环境行动人人有黄请种绿色共享蓝天节约利用资源倡导绿色简约生活人人参与共建和谐家,0,,,,1
2462.jpg,低限生活意游做起,0,,,,0
2463.jpg,厂草原上的动物在减少我该拍仕么闲,0,,,,0
2464.jpg,武汉加油,0,,,,0
2465.jpg,节能减排守护蓝,0,,,,1
2466.jpg,京网保护环境从我做起页保护海洋环境重现碧水蓝天保护环境是人类有意识地保护自然盗游年使其得到合理的利用防止自然环境受到污杂和破步众方草果票集网站,0,,,,1
2467.jpg,州知手大营销,0,,,,0
2468.jpg,让我们让载仁进我们笑眼相迎见屏如面稳坐家宅欣洗相逢别来无羔,0,,,,0
2469.jpg,活绿色出行人奥一小生生容文明一大学,0,,,,0
2470.jpg,爱护地球关爱生命保护环境人人有则让水更清让天更蓝让花更艳让我们的地球更美丽,0,,,,-1
2471.jpg,荔枝真好吃,0,,,,1
